A,B,C,D,Vth,exp_exact,exp_k1
163,53,29,3308,100000,1,0
4043,3542,1271,3603,100000,1,1
895,2400,705,3276,100000,1,1
505,250,106,192,100000,1,0
2180,119,1911,2224,100000,1,1
2056,3983,1048,2117,100000,1,1
3575,3558,2775,3906,100000,1,1
2631,3434,3226,1030,100000,1,1
2103,1819,2131,750,100000,1,1
466,122,29,1514,100000,1,0
35,245,1248,69,100000,0,0
928,3399,1597,2363,100000,1,1
3618,3061,835,3533,100000,1,1
1681,833,1088,1340,100000,1,1
2767,845,865,3171,100000,1,1
871,805,3371,702,100000,1,1
565,1226,3886,725,100000,1,1
130,885,3852,1,100000,1,0
2949,2034,3007,3954,100000,1,1
510,125,3321,3516,100000,1,1
3590,997,267,2071,100000,1,1
433,1611,3632,3125,100000,1,1
330,2300,3924,1494,100000,1,1
563,3892,3902,1054,100000,1,1
1559,440,2726,2127,100000,1,1
3892,4,99,1351,100000,1,0
1129,189,1641,2575,100000,1,1
502,210,1128,2869,100000,1,1
2833,553,2490,3371,100000,1,1
3161,350,1156,2838,100000,1,1
2559,1842,1545,3962,100000,1,1
3212,593,3539,1650,100000,1,1
1412,3067,4002,3204,100000,1,1
3495,225,3005,2327,100000,1,1
2375,2237,1090,4037,100000,1,1
3379,1084,2785,4011,100000,1,1
3266,452,1899,3805,100000,1,1
495,68,479,1176,100000,1,1
3332,3129,3585,2831,100000,1,1
274,347,268,8,100000,0,0
3087,3005,3683,623,100000,1,1
2146,37,562,45,100000,1,0
69,1050,39,534,100000,0,0
3900,3187,3513,2450,100000,1,1
3618,1955,2916,2079,100000,1,1
2423,2509,861,3715,100000,1,1
100,1749,1065,1938,100000,1,1
1995,3237,1643,658,100000,1,1
246,1666,2580,2419,100000,1,1
3786,3496,1192,2837,100000,1,1
3797,119,2392,595,100000,1,1
720,2556,3193,3569,100000,1,1
1705,2629,1285,2508,100000,1,1
4016,3111,116,2589,100000,1,1
1830,1706,3251,857,100000,1,1
750,3527,323,2299,100000,1,1
1241,83,126,2,100000,1,0
42,1516,168,512,100000,1,0
3289,259,3414,229,100000,1,1
2322,1163,3975,2272,100000,1,1
1258,3535,2619,843,100000,1,1
30,138,443,235,100000,1,0
2131,9,2869,28,100000,0,0
3434,636,2873,685,100000,1,1
1387,984,2212,93,100000,1,1
98,61,3813,34,100000,1,0
2909,3358,2390,3031,100000,1,1
273,1126,397,884,100000,1,1
2437,3717,2880,1648,100000,1,1
1062,3178,544,1997,100000,1,1
2874,2938,1433,1924,100000,1,1
937,3750,3118,3969,100000,1,1
3442,272,641,1438,100000,1,1
3872,2420,3487,984,100000,1,1
201,3469,3247,777,100000,1,1
2280,40,1820,606,100000,1,1
30,3125,320,25,100000,1,0
3655,29,449,11,100000,1,0
93,1027,3703,14,100000,1,0
1946,1553,3487,514,100000,1,1
1839,1937,2378,3447,100000,1,1
1887,2974,32,3952,100000,1,1
2035,3614,3647,766,100000,1,1
2051,1285,2589,1435,100000,1,1
1288,3185,2416,2024,100000,1,1
3564,832,2504,4044,100000,1,1
3230,1893,2066,2328,100000,1,1
819,3755,3090,3213,100000,1,1
2611,825,498,1259,100000,1,1
1416,1910,756,1157,100000,1,1
156,204,365,174,100000,0,0
3695,3036,3340,2653,100000,1,1
34,1993,35,920,100000,0,0
3682,2435,1408,3306,100000,1,1
784,82,281,108,100000,0,0
2868,3957,329,851,100000,1,1
2665,1650,2688,3153,100000,1,1
1767,0,1778,58,100000,1,0
682,3066,1875,1245,100000,1,1
1291,1016,2953,3460,100000,1,1
31,936,2443,31,100000,1,0
1525,3710,1406,1911,100000,1,1
699,2227,771,2159,100000,1,1
1038,516,2650,3040,100000,1,1
674,355,1905,3120,100000,1,1
52,1177,1628,1594,100000,1,1
3627,6,22,3593,100000,1,0
969,2903,3697,3370,100000,1,1
174,312,1236,40,100000,1,0
2452,2084,3381,3502,100000,1,1
396,382,77,228,100000,1,0
1788,3868,3961,2746,100000,1,1
604,134,20,1788,100000,1,0
11,1232,27,3121,100000,0,0
3433,2683,3847,1704,100000,1,1
69,306,58,1464,100000,1,0
1266,1250,2390,961,100000,1,1
3946,224,1583,841,100000,1,1
864,53,564,93,100000,0,0
118,1026,92,290,100000,1,0
3021,1724,1198,2379,100000,1,1
2048,1754,530,63,100000,1,1
1078,1782,1429,3742,100000,1,1
65,1378,3507,3,100000,1,0
1989,1327,67,3206,100000,1,1
1922,3060,360,3024,100000,1,1
365,181,3284,12,100000,1,0
91,1340,36,1464,100000,1,0
31,1737,134,355,100000,1,0
2917,12,149,488,100000,1,0
154,434,1786,39,100000,1,0
1176,93,2244,15,100000,1,0
2399,1778,1666,3306,100000,1,1
1512,832,860,3690,100000,1,1
3337,24,202,79,100000,0,0
2663,3232,2888,15,100000,1,1
54,1746,2637,6,100000,1,0
470,74,23,2877,100000,1,0
269,1792,2233,2011,100000,1,1
181,22,394,232,100000,0,0
215,369,1660,2145,100000,1,1
3648,2683,3035,1867,100000,1,1
1550,429,223,1418,100000,1,1
2047,2929,1751,433,100000,1,1
3625,1121,1449,2607,100000,1,1
242,407,6,1539,100000,1,0
27,3672,539,7,100000,1,0
53,1689,176,49,100000,0,0
2668,3,440,228,100000,1,0
636,38,65,1833,100000,1,0
2542,3861,275,3896,100000,1,1
2959,2027,3754,1441,100000,1,1
3797,916,162,2449,100000,1,1
1438,2771,523,28,100000,1,1
2160,43,43,558,100000,1,0
512,31,88,1524,100000,1,0
79,758,164,254,100000,1,0
1055,49,2254,2884,100000,1,1
1271,425,1768,2734,100000,1,1
1551,1039,2652,598,100000,1,1
578,3801,1139,3947,100000,1,1
693,2439,3394,3054,100000,1,1
3015,2390,1290,75,100000,1,1
1059,3837,2526,1074,100000,1,1
3142,3716,2024,580,100000,1,1
2210,3679,2675,3766,100000,1,1
3479,3305,2583,1068,100000,1,1
2916,2662,588,1366,100000,1,1
100,385,43,2456,100000,1,0
2927,2302,3639,626,100000,1,1
2515,2612,645,717,100000,1,1
963,1659,3979,1719,100000,1,1
634,1221,933,1654,100000,1,1
3610,3141,3786,2682,100000,1,1
3877,0,3505,46,100000,1,0
2486,3250,3395,2387,100000,1,1
925,1744,3900,2717,100000,1,1
1252,2784,2275,3286,100000,1,1
3012,3433,1289,1219,100000,1,1
1699,1239,841,2985,100000,1,1
1357,38,557,128,100000,1,0
3142,1386,3943,3199,100000,1,1
43,1423,38,2232,100000,1,0
24,3078,966,276,100000,1,1
171,4086,1222,2199,100000,1,1
98,978,17,429,100000,1,0
1856,1925,2398,3753,100000,1,1
810,2261,3126,881,100000,1,1
1936,5,1153,109,100000,1,0
1788,3312,4057,3406,100000,1,1
91,576,64,841,100000,1,0
42,3130,95,74,100000,1,0
2702,1962,3311,825,100000,1,1
2840,3193,3875,2267,100000,1,1
565,206,150,29,100000,1,0
3485,27,721,52,100000,1,0
357,2883,132,1549,100000,1,1
139,341,1902,35,100000,1,0
1199,3689,3458,1286,100000,1,1
77,716,16,2731,100000,0,0
3791,1708,2530,3720,100000,1,1
3517,546,542,2268,100000,1,1
3463,2598,2488,1380,100000,1,1
1821,2887,4033,1107,100000,1,1
455,1350,2968,1624,100000,1,1
10,2931,3381,22,100000,1,0
1372,84,1034,36,100000,1,0
32,151,34,2874,100000,1,0
2570,23,1492,35,100000,1,0
1235,2710,2728,3527,100000,1,1
838,109,212,999,100000,1,1
255,349,198,71,100000,1,0
3682,2539,3018,127,100000,1,1
1735,3057,3185,3433,100000,1,1
3030,1696,3369,739,100000,1,1
2737,15,3772,16,100000,1,0
345,200,2810,30,100000,1,0
415,134,404,125,100000,1,0
1328,811,4094,496,100000,1,1
1515,1236,2112,1156,100000,1,1
1288,2507,1108,1809,100000,1,1
201,254,724,64,100000,0,0
1598,3367,1175,3478,100000,1,1
226,350,48,303,100000,0,0
3829,2258,1454,1273,100000,1,1
96,397,41,2096,100000,1,0
3337,2263,1614,1491,100000,1,1
21,3633,73,552,100000,1,0
1393,61,2002,8,100000,1,0
3568,3417,3539,1439,100000,1,1
2922,9,31,2515,100000,1,0
929,61,1128,33,100000,0,0
1668,2950,1631,2149,100000,1,1
1058,2236,2697,2496,100000,1,1
2899,3875,71,3499,100000,1,1
1022,1184,1700,158,100000,1,1
769,410,1830,1396,100000,1,1
1781,471,2852,1553,100000,1,1
1593,25,462,252,100000,1,0
27,250,606,143,100000,0,0
1456,1465,375,3528,100000,1,1
662,1712,2050,3301,100000,1,1
800,3586,2857,1729,100000,1,1
248,89,443,316,100000,1,0
219,565,3629,1499,100000,1,1
1697,3210,2939,3705,100000,1,1
1279,2367,2715,458,100000,1,1
439,1258,1009,280,100000,1,1
2494,2377,3911,3925,100000,1,1
2057,88,2377,2888,100000,1,1
882,3621,3702,2500,100000,1,1
68,77,1809,81,100000,1,0
1173,7,37,3037,100000,1,0
2094,504,2163,2156,100000,1,1
589,3211,4056,3241,100000,1,1
3514,3890,3940,1642,100000,1,1
703,239,3794,2,100000,1,0
38,2904,42,157,100000,1,0
1655,2467,1877,3899,100000,1,1
1550,3935,1770,1734,100000,1,1
5,2101,184,517,100000,1,0
3079,3243,3436,3637,100000,1,1
2410,40,122,506,100000,1,0
1652,3748,548,1619,100000,1,1
663,1058,2192,1566,100000,1,1
330,1938,1218,2588,100000,1,1
292,1290,528,1406,100000,1,1
500,1240,2673,1987,100000,1,1
2007,3260,1585,3546,100000,1,1
1072,94,578,567,100000,1,1
114,1334,6,2500,100000,1,0
43,1707,2542,2615,100000,1,1
1351,2228,3834,476,100000,1,1
33,174,59,1633,100000,1,0
1745,2018,1892,1381,100000,1,1
1089,2240,1186,1477,100000,1,1
1070,63,266,114,100000,0,0
3917,2590,774,1751,100000,1,1
0,1302,40,3274,100000,1,0
810,2717,56,1982,100000,1,1
952,3271,3159,947,100000,1,1
2172,3555,3903,3600,100000,1,1
2793,3673,1124,2610,100000,1,1
1487,3287,183,3241,100000,1,1
449,225,78,21,100000,1,0
3537,8,758,179,100000,1,0
361,255,2546,3,100000,0,0
3043,3789,1989,2337,100000,1,1
951,2614,2870,343,100000,1,1
22,3037,117,550,100000,1,0
3477,86,1684,3291,100000,1,1
2835,1360,1482,3143,100000,1,1
816,58,2614,34,100000,1,0
89,1116,22,324,100000,1,0
1857,2052,3930,1102,100000,1,1
3668,1644,182,3728,100000,1,1
3816,968,4076,391,100000,1,1
42,599,187,654,100000,1,0
1289,2181,3827,3149,100000,1,1
884,2901,4062,4008,100000,1,1
3933,6,546,227,100000,1,0
2730,188,3686,2333,100000,1,1
23,1207,256,355,100000,1,0
3445,1889,386,522,100000,1,1
438,2262,3868,752,100000,1,1
3879,3766,1264,2641,100000,1,1
16,1986,56,1285,100000,1,0
3179,242,2486,2230,100000,1,1
3607,4013,3054,131,100000,1,1
3846,3872,3085,1161,100000,1,1
72,1107,1085,15,100000,0,0
99,820,52,666,100000,1,0
1425,1952,2987,1064,100000,1,1
1439,33,58,894,100000,0,0
44,2194,1960,349,100000,1,1
3,1526,896,183,100000,1,0
2034,3124,1670,454,100000,1,1
1526,2766,2785,970,100000,1,1
1770,3878,3156,1666,100000,1,1
2166,2963,2603,3323,100000,1,1
3742,3321,2074,952,100000,1,1
1434,3032,1086,1381,100000,1,1
1744,2077,2777,4077,100000,1,1
15,406,363,451,100000,1,0
3546,253,2389,1524,100000,1,1
2892,649,3850,1907,100000,1,1
2639,2737,1053,854,100000,1,1
1596,72,7,1373,100000,1,0
22,3960,886,3702,100000,1,1
335,282,0,4009,100000,0,0
3737,3316,603,3975,100000,1,1
340,272,23,421,100000,1,0
3248,4009,1220,3030,100000,1,1
1685,1813,1793,1504,100000,1,1
20,3881,3165,10,100000,1,0
1350,2780,309,2507,100000,1,1
1374,3591,3730,1099,100000,1,1
614,163,7,1177,100000,1,0
382,3807,1374,3286,100000,1,1
876,3823,848,777,100000,1,1
254,3684,3463,132,100000,1,1
2697,364,1211,2755,100000,1,1
1685,60,80,66,100000,1,0
4021,1850,648,3656,100000,1,1
682,41,2496,59,100000,1,0
102,505,1167,69,100000,1,0
2697,2047,771,631,100000,1,1
3957,1388,3581,363,100000,1,1
785,28,72,1156,100000,1,0
3331,1678,2448,23,100000,1,1
36,113,624,146,100000,0,0
3885,3939,3332,3266,100000,1,1
391,1997,506,2623,100000,1,1
1493,53,642,105,100000,1,0
3362,2120,320,898,100000,1,1
1126,783,3089,1254,100000,1,1
34,1425,44,1268,100000,1,0
54,438,1386,56,100000,1,0
447,3896,2110,57,100000,1,1
2583,822,2402,885,100000,1,1
2333,3153,4045,3289,100000,1,1
149,631,2509,3,100000,1,0
1397,3345,3927,593,100000,1,1
1888,3484,2826,3717,100000,1,1
73,282,39,1936,100000,0,0
3376,2110,1256,2230,100000,1,1
860,1655,1940,3222,100000,1,1
1752,1050,2006,849,100000,1,1
1769,620,3230,3606,100000,1,1
33,2730,2650,11,100000,1,0
3597,3535,3044,2175,100000,1,1
515,1502,707,1034,100000,1,1
48,2291,3632,5,100000,1,0
822,2959,3969,72,100000,1,1
1138,1981,214,2826,100000,1,1
27,3051,12,2982,100000,1,0
3929,1355,1976,1682,100000,1,1
2663,3915,816,2884,100000,1,1
2167,2362,1686,3549,100000,1,1
1044,2897,1019,530,100000,1,1
3336,999,877,910,100000,1,1
3879,540,2855,1631,100000,1,1
2055,3615,830,918,100000,1,1
835,150,2719,818,100000,1,1
827,650,3867,628,100000,1,1
29,1010,41,2138,100000,1,0
2129,345,1345,920,100000,1,1
46,442,3802,37,100000,1,0
2486,1206,944,3690,100000,1,1
3611,3676,2565,1180,100000,1,1
19,1692,2848,22,100000,0,0
3205,3699,731,3080,100000,1,1
87,2963,396,1730,100000,1,1
1554,3541,1450,3146,100000,1,1
1845,2612,3482,3958,100000,1,1
1842,3081,3436,2690,100000,1,1
2801,24,32,923,100000,0,0
3109,3934,3062,686,100000,1,1
923,9,61,1553,100000,1,0
36,3228,761,46,100000,1,0
365,96,263,2933,100000,1,1
681,858,82,2732,100000,1,1
112,425,741,69,100000,0,0
10,3326,486,195,100000,1,0
3563,648,1006,554,100000,1,1
632,3614,1519,2940,100000,1,1
3807,76,501,1019,100000,1,1
1138,61,529,48,100000,0,0
1101,1773,3169,2390,100000,1,1
1059,3848,2988,618,100000,1,1
4072,2570,2962,2135,100000,1,1
26,1365,1512,3664,100000,1,1
12,1368,1439,2217,100000,1,1
2044,196,2531,596,100000,1,1
611,3,2415,40,100000,0,0
3654,2109,3019,3519,100000,1,1
1545,3168,1869,1332,100000,1,1
555,152,3338,1592,100000,1,1
2072,3125,1956,1575,100000,1,1
650,956,1697,306,100000,1,1
1010,1354,1487,3326,100000,1,1
318,142,2215,30,100000,1,0
2964,4052,3445,2619,100000,1,1
3076,2565,3164,1770,100000,1,1
1964,70,1475,3,100000,1,0
637,54,2838,23,100000,0,0
3491,2888,3116,1212,100000,1,1
715,3823,1936,1519,100000,1,1
1932,2063,3540,2311,100000,1,1
34,1261,2730,44,100000,1,0
1914,1182,858,1407,100000,1,1
62,1401,302,31,100000,0,0
190,1669,649,2419,100000,1,1
298,2878,3604,90,100000,1,1
381,417,2,1858,100000,1,0
664,1807,1383,1087,100000,1,1
3007,1196,2667,1901,100000,1,1
1656,350,2903,3421,100000,1,1
1252,19,48,1659,100000,1,0
119,251,465,2507,100000,1,1
1865,2374,1146,2105,100000,1,1
2625,3951,2522,1660,100000,1,1
2,3446,1085,84,100000,0,0
1990,1215,1778,2201,100000,1,1
331,278,3675,2013,100000,1,1
15,2009,419,314,100000,1,0
2396,23,1131,48,100000,1,0
2216,1563,3472,371,100000,1,1
3142,819,774,2532,100000,1,1
178,1303,2261,215,100000,1,1
731,3022,2074,1232,100000,1,1
455,4026,2827,3427,100000,1,1
968,129,1994,14,100000,1,0
3562,23,592,35,100000,1,0
517,3478,3557,230,100000,1,1
2352,3597,190,2813,100000,1,1
1749,2184,2810,848,100000,1,1
1260,2814,1081,264,100000,1,1
2785,883,1344,2114,100000,1,1
3350,2512,2887,2620,100000,1,1
3640,2533,696,3105,100000,1,1
2268,484,2628,1966,100000,1,1
2597,2944,1596,3326,100000,1,1
1407,3643,3315,658,100000,1,1
4089,363,1253,3077,100000,1,1
4038,743,2476,1777,100000,1,1
3648,2552,4033,1981,100000,1,1
722,113,39,1470,100000,1,0
2464,3752,2112,2998,100000,1,1
1236,6,633,137,100000,0,0
30,1031,3755,29,100000,1,0
146,689,19,3,100000,1,0
93,1354,1395,28,100000,1,0
234,475,62,4,100000,1,0
82,465,69,937,100000,1,0
453,90,17,3645,100000,1,0
2977,3208,2634,1948,100000,1,1
3461,2739,87,1497,100000,1,1
512,1497,449,2649,100000,1,1
47,1875,97,118,100000,0,0
1928,2948,3548,2366,100000,1,1
879,3503,1045,579,100000,1,1
3143,2856,138,1254,100000,1,1
1920,46,869,959,100000,1,1
3583,2306,969,2395,100000,1,1
2576,3042,2418,2936,100000,1,1
2680,3549,4039,1611,100000,1,1
1140,725,994,636,100000,1,1
818,148,1587,779,100000,1,1
3591,16,1157,32,100000,0,0
1847,2034,648,787,100000,1,1
3266,3146,3335,1836,100000,1,1
1823,35,2581,31,100000,1,0
280,401,17,448,100000,1,0
3657,3041,444,3329,100000,1,1
3625,2222,3983,3915,100000,1,1
521,93,14,3878,100000,1,0
238,430,530,36,100000,1,0
374,118,125,411,100000,0,0
1774,3609,1863,877,100000,1,1
928,14,3500,24,100000,0,0
2069,2269,654,607,100000,1,1
2078,3362,2704,3840,100000,1,1
3810,845,2741,564,100000,1,1
2020,3450,2489,2282,100000,1,1
2091,3092,692,1990,100000,1,1
77,196,145,690,100000,1,0
115,1515,3649,995,100000,1,1
2729,579,2570,1679,100000,1,1
3651,1811,3749,1015,100000,1,1
2101,8,741,117,100000,1,0
3795,508,3892,1256,100000,1,1
27,2606,32,910,100000,0,0
3669,2703,1178,3052,100000,1,1
4042,2292,1192,4068,100000,1,1
443,1599,1187,4085,100000,1,1
2667,3867,3669,4093,100000,1,1
1381,2187,1135,3867,100000,1,1
2476,61,32,763,100000,1,0
1058,3457,3294,28,100000,1,1
1735,1106,3652,2426,100000,1,1
3520,3627,3247,1037,100000,1,1
1768,1291,3529,3821,100000,1,1
467,3175,1551,1736,100000,1,1
3750,3297,2132,3157,100000,1,1
29,3838,580,67,100000,1,0
1772,1974,863,1967,100000,1,1
2144,2226,38,2543,100000,1,1
317,335,700,94,100000,1,0
3457,2625,1783,1553,100000,1,1
2539,2127,3288,659,100000,1,1
66,1794,701,1170,100000,1,1
2,4089,76,1251,100000,1,0
4057,497,673,6,100000,1,1
127,273,142,460,100000,0,0
140,3265,137,2374,100000,1,1
2150,355,2885,2836,100000,1,1
1322,2405,3818,1162,100000,1,1
2357,2711,3789,2989,100000,1,1
997,102,2767,13,100000,1,0
31,524,157,613,100000,1,0
3838,15,387,202,100000,1,0
843,2307,2483,1318,100000,1,1
3436,2762,2249,1207,100000,1,1
25,184,161,813,100000,1,0
853,1484,1504,841,100000,1,1
3071,2606,1999,3685,100000,1,1
1838,146,3804,3109,100000,1,1
3230,261,1989,2896,100000,1,1
247,225,617,77,100000,1,0
169,100,63,1399,100000,1,0
1757,3588,3927,2934,100000,1,1
2431,2712,3690,2590,100000,1,1
30,1329,214,284,100000,1,0
3978,1208,1398,2362,100000,1,1
257,926,357,2838,100000,1,1
9,1929,4065,20,100000,0,0
3665,3030,3232,3564,100000,1,1
1471,42,208,160,100000,0,0
930,144,1547,14,100000,1,0
825,609,1475,135,100000,1,1
3773,290,2102,2941,100000,1,1
2901,3167,2214,2606,100000,1,1
1993,3077,2044,3978,100000,1,1
2346,481,2648,1796,100000,1,1
877,1906,1625,646,100000,1,1
16,2482,176,347,100000,1,0
84,147,2956,1411,100000,1,1
106,135,1146,71,100000,0,0
3874,1691,2310,181,100000,1,1
2149,1465,3078,2713,100000,1,1
1366,1389,336,2241,100000,1,1
324,3766,1399,2145,100000,1,1
15,224,2905,50,100000,1,0
1946,2464,3695,78,100000,1,1
1328,160,1572,2922,100000,1,1
1650,2894,3167,3805,100000,1,1
3472,113,2266,836,100000,1,1
2661,1589,1602,3648,100000,1,1
3002,2359,4072,2215,100000,1,1
3721,962,3500,3823,100000,1,1
5,3363,2822,28,100000,0,0
2985,1045,2053,2566,100000,1,1
3499,2466,1207,2532,100000,1,1
858,2274,2190,2611,100000,1,1
2,2567,1999,59,100000,1,0
28,3039,72,136,100000,0,0
1618,2915,3074,852,100000,1,1
2499,3178,1213,340,100000,1,1
611,103,1038,31,100000,0,0
40,2261,7,582,100000,0,0
2965,520,907,402,100000,1,1
51,421,21,3938,100000,1,0
2500,2106,2769,524,100000,1,1
37,856,3218,27,100000,1,0
2532,49,12,941,100000,1,0
530,1937,3019,3528,100000,1,1
1782,3545,4094,1038,100000,1,1
2001,507,492,1861,100000,1,1
1233,733,2122,1020,100000,1,1
125,732,3,952,100000,0,0
4,1476,338,364,100000,1,0
4,2011,273,327,100000,0,0
3616,1032,707,2345,100000,1,1
3037,2334,2395,1926,100000,1,1
39,2410,3163,48,100000,1,1
2874,3613,472,345,100000,1,1
1199,3747,1756,2994,100000,1,1
1966,37,439,73,100000,1,0
2509,3491,2077,2687,100000,1,1
1541,2511,1984,3450,100000,1,1
47,2918,3228,3964,100000,1,1
26,1596,1741,59,100000,1,0
1624,1317,3509,2178,100000,1,1
3710,2884,2846,2912,100000,1,1
3497,2892,1668,583,100000,1,1
2967,3896,1578,1122,100000,1,1
2777,1171,3112,1031,100000,1,1
37,2443,117,121,100000,1,0
666,2423,1430,52,100000,1,1
38,3099,7,1927,100000,1,0
1749,3196,905,1223,100000,1,1
4022,2558,954,1233,100000,1,1
3621,907,2808,2612,100000,1,1
329,227,57,559,100000,1,0
3331,503,3018,96,100000,1,1
1352,1852,357,811,100000,1,1
3764,229,2852,3097,100000,1,1
3534,3571,2853,237,100000,1,1
535,202,34,279,100000,1,0
1668,58,3061,2,100000,1,0
3643,3138,798,1137,100000,1,1
3947,2432,1435,31,100000,1,1
1199,1995,2632,2535,100000,1,1
455,55,1648,77,100000,1,0
1491,60,193,81,100000,1,0
2839,1780,3028,1796,100000,1,1
3930,3898,1832,1840,100000,1,1
2536,877,3186,2597,100000,1,1
1622,1743,3509,2572,100000,1,1
38,2022,25,825,100000,0,0
1812,46,2493,2730,100000,1,1
3726,217,3771,249,100000,1,1
439,320,390,2009,100000,1,1
152,1669,795,3261,100000,1,1
2339,3018,1317,3321,100000,1,1
456,3073,2209,1220,100000,1,1
1655,1112,1775,3283,100000,1,1
48,2693,2535,1541,100000,1,1
901,1627,191,3591,100000,1,1
3635,28,900,52,100000,1,0
1656,1758,514,3880,100000,1,1
3379,3,185,456,100000,0,0
45,2310,1034,47,100000,1,0
1367,35,1491,34,100000,0,0
3988,3632,1729,3116,100000,1,1
3203,1332,2267,1025,100000,1,1
23,1021,2470,900,100000,1,1
2801,742,3963,2485,100000,1,1
985,2394,3769,2712,100000,1,1
602,3202,647,748,100000,1,1
2121,387,3838,2869,100000,1,1
3649,3072,881,1153,100000,1,1
859,3920,1591,1608,100000,1,1
2349,428,2667,2124,100000,1,1
60,1205,53,1388,100000,1,0
4079,3378,2220,716,100000,1,1
2321,5,1747,55,100000,1,0
2675,1591,632,2309,100000,1,1
3941,4064,1363,3425,100000,1,1
4080,1889,3650,4,100000,1,1
133,431,526,73,100000,0,0
5,3618,236,498,100000,1,0
93,186,47,1781,100000,1,0
135,129,374,239,100000,1,0
153,35,217,407,100000,0,0
2271,1664,407,3887,100000,1,1
13,1067,916,97,100000,1,0
3189,3742,2493,1600,100000,1,1
2252,3450,2186,384,100000,1,1
88,1321,591,2382,100000,1,1
208,27,157,2188,100000,1,1
3276,408,3832,3089,100000,1,1
552,3572,122,1886,100000,1,1
116,2236,2449,2050,100000,1,1
304,2496,3327,3509,100000,1,1
1695,2177,3164,2196,100000,1,1
2213,111,1877,1044,100000,1,1
186,683,1694,8,100000,1,0
257,261,4004,2977,100000,1,1
3826,3120,3515,2143,100000,1,1
2088,3305,1322,3650,100000,1,1
1437,3521,1719,3407,100000,1,1
2558,51,641,3293,100000,1,1
2152,3779,3347,736,100000,1,1
2841,145,3891,234,100000,1,1
2403,972,423,1791,100000,1,1
2385,2680,3940,1055,100000,1,1
230,3264,3580,1970,100000,1,1
888,2099,1853,2306,100000,1,1
140,506,357,106,100000,1,0
485,1178,533,4089,100000,1,1
25,3366,6,2739,100000,1,0
4062,3839,420,3106,100000,1,1
355,3927,3191,3320,100000,1,1
14,483,1370,76,100000,1,0
1471,97,372,26,100000,1,0
1657,853,1905,3569,100000,1,1
12,3466,1527,56,100000,1,0
67,117,207,419,100000,0,0
251,97,91,775,100000,0,0
2201,1038,1621,1454,100000,1,1
2978,3267,472,4003,100000,1,1
3656,911,241,1354,100000,1,1
1254,1733,199,336,100000,1,1
1555,3223,2253,1100,100000,1,1
842,1203,808,2087,100000,1,1
2266,3398,1905,1045,100000,1,1
1454,3880,1721,1162,100000,1,1
130,130,412,193,100000,0,0
1555,3856,3127,3585,100000,1,1
938,626,642,3460,100000,1,1
2196,50,144,96,100000,1,0
2711,790,147,1407,100000,1,1
1823,1635,3901,3523,100000,1,1
3613,634,3218,3508,100000,1,1
1817,3457,467,222,100000,1,1
4066,33,62,382,100000,1,0
1536,1636,3988,192,100000,1,1
3801,3326,3417,1060,100000,1,1
3670,499,2276,3719,100000,1,1
3951,3524,316,3988,100000,1,1
2068,346,2767,3903,100000,1,1
3004,3502,1392,496,100000,1,1
13,3293,2040,27,100000,0,0
1105,33,3854,2904,100000,1,1
2099,3820,3395,1589,100000,1,1
3436,3037,2379,2687,100000,1,1
129,3314,3756,2036,100000,1,1
3361,2397,668,506,100000,1,1
3645,2270,2903,1968,100000,1,1
3170,2407,152,522,100000,1,1
1020,424,1248,451,100000,1,1
2540,2382,1190,1589,100000,1,1
116,1017,754,393,100000,1,1
394,1087,370,2865,100000,1,1
2263,3188,3582,3051,100000,1,1
1971,2,1568,60,100000,0,0
67,1140,38,509,100000,0,0
1057,2958,2429,3039,100000,1,1
2595,1995,577,1128,100000,1,1
1211,705,2398,3452,100000,1,1
2236,3219,237,2782,100000,1,1
1843,3155,1508,3696,100000,1,1
2525,4085,2217,1971,100000,1,1
466,3329,1742,2948,100000,1,1
651,3444,880,2270,100000,1,1
2931,2594,3840,2958,100000,1,1
2534,704,3304,1348,100000,1,1
1381,1283,2226,3647,100000,1,1
1786,1668,1411,894,100000,1,1
2152,1163,2318,395,100000,1,1
3415,3907,2893,201,100000,1,1
1727,1703,2719,3252,100000,1,1
3420,2962,3097,2266,100000,1,1
2992,2467,2507,149,100000,1,1
3905,2105,3637,3243,100000,1,1
84,544,1318,44,100000,1,0
3441,190,2088,2156,100000,1,1
834,709,1986,228,100000,1,1
9,2702,590,239,100000,1,0
2855,53,5,4074,100000,1,0
2476,868,761,1010,100000,1,1
277,467,3,1654,100000,1,0
234,562,252,108,100000,1,0
3316,1858,1136,2296,100000,1,1
1671,3521,2060,191,100000,1,1
51,898,815,85,100000,1,0
2364,3663,1427,531,100000,1,1
579,79,34,1543,100000,0,0
74,1174,1510,13,100000,1,0
1200,672,1833,3492,100000,1,1
695,2455,3585,3559,100000,1,1
28,1997,2198,34,100000,1,0
1844,1818,616,1176,100000,1,1
38,1037,29,2156,100000,1,0
983,54,42,1055,100000,0,0
269,1864,1845,1073,100000,1,1
859,3893,3549,1349,100000,1,1
1241,2417,1189,2374,100000,1,1
2826,897,1639,597,100000,1,1
171,3861,2377,348,100000,1,1
2639,16,689,88,100000,1,0
420,233,119,266,100000,1,0
1167,2219,953,228,100000,1,1
2675,867,0,2113,100000,1,1
42,827,171,348,100000,0,0
93,1294,190,168,100000,1,0
3491,305,565,1768,100000,1,1
23,945,29,2741,100000,1,0
1240,35,26,3521,100000,1,0
